Interface,Description,Enabled,Status,Access VLAN,Native VLAN,Switchport,Switchport Mode,Type,Bandwidth,Auto Negotiate,Speed,Duplex,MTU,MAC Address,Physical Address,IP Address,Medium,Delay,Encapsulation,Flow Control Receive,Flow Control Send,Port Channel,Port Channel Member,Last Change,Input Broadcast,Input CRC Errors,Input Errors,Input MAC Pause Frames,Input Multicast,Input Octets,Input Unicast,Input Unknown,Input Total,Output Broadcast,Output Discard,Output Errors,Output MAC Pause Frames,Output Multicast,Output Unicast,Output Total,Last Clear,Input Rate,Load Interval,Output Rate
Ethernet1/50,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0132,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/49,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0131,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/48,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0130,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/47,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012f,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/46,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012e,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/45,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012d,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/44,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012c,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/43,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012b,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/42,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.012a,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/41,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0129,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/40,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0128,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/39,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0127,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/38,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0126,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/37,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0125,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/36,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0124,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/35,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0123,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/34,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0122,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/33,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0121,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/32,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0120,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/31,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011f,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/30,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011e,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/29,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011d,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/28,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011c,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/27,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011b,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/26,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.011a,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/25,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0119,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/24,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0118,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/23,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0117,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/22,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0116,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/21,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0115,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/20,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0114,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/19,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0113,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/18,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0112,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/17,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0111,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/16,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0110,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/15,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010f,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/14,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010e,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/13,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010d,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/12,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010c,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/11,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010b,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/10,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.010a,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/9,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0109,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/8,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0108,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/7,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0107,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/6,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0106,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/5,L3 Link,True,up,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,1000000,N/A,1000,full,1500,00bf.aee0.1b08,00bf.aee0.0105,172.16.1.1/30,broadcast,10,arpa,False,False,False,False,07:20:56,0,0,0,0,0,0,0,0,0,2,0,0,0,3469,0,3471,never,N/A,N/A,N/A
Ethernet1/4,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0104,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/3,N/A,False,down,N/A,N/A,N/A,N/A,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.1b08,00bf.aee0.0103,N/A,broadcast,10,arpa,False,False,False,False,never,0,0,520159232,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Loopback1,N/A,True,up,N/A,N/A,N/A,N/A,N/A,8000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.0.1/32,broadcast,5000,loopback,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan105,iot svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.105.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan104,security svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.104.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan103,test svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.103.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan102,dev svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.102.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan101,prod svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.101.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan100,mgmt svi - DEMO PLEASE DON'T TOUCH,True,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,172.16.100.1/24,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vlan1,N/A,False,down,N/A,N/A,N/A,N/A,N/A,1000000,N/A,N/A,N/A,1500,N/A,N/A,N/A,N/A,10,arpa,N/A,N/A,False,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Port-channel11,N/A,True,down,1,1,True,trunk,N/A,100000,N/A,N/A,N/A,1500,N/A,N/A,N/A,broadcast,10,arpa,False,False,False,Ethernet1/1 Ethernet1/2 ,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/2,N/A,False,down,1,1,True,trunk,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.0102,00bf.aee0.0102,N/A,broadcast,10,arpa,False,False,Port-channel11,True,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
Ethernet1/1,N/A,False,down,1,1,True,trunk,100/1000/10000 Ethernet,10000000,N/A,N/A,N/A,1500,00bf.aee0.0101,00bf.aee0.0101,N/A,broadcast,10,arpa,False,False,Port-channel11,True,never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,never,N/A,N/A,N/A
